ccode,dem_rank14,dem_score14,lifeex_f,lifeex_m,unmort_f,unmort_m,literacy,oil,pop_0_14,pop_15_64,pop_65_older,ungr9095,fertility,untfr95,govregrel,gri_08r,gfi2008,gfi_08r,msri2008,msri_08r,spendeduc,ciaedex,spendhealth,spendmil,unexp_rd,hdi,hdi05,hdi_rank_change,pop_age,sexratio,unsexr10,unsexr90,pop_total,unpop30,unpop90,pop_urban,urban03,urban06,unemrt08,unemrt91,unin_inc,gender_unequal,gender_unequal_rank,arda,lifeex_total,debt,confidence,dem_other,democ11,durable,effectiveness,dnpp_3,fhrate04_rev,fhrate08_rev,frac_eth,free_business,free_corrupt,free_finance,free_fiscal,free_govspend,free_invest,free_labor,free_monetary,free_property,free_trade,free_overall,gdp08,gdp_10_thou,gdppcap08,gdppcap08_3,gini04,gini04_4,gini08,gini10,indy,polity,rich_democ,unions,unnetgro,unnetuse,unpovnpl,unremitp,unremitt,votevap00s,votevap90s,women05,women09,women13,ipu_wom13_all,womyear,dem_economist,democyes,vdem_ldi_rank,vdem_ldi,vdem_edi,vdem_liberal_comp,vdem_equality_comp,vdem_partic_comp,vdem_delib_comp,coup_attempts,coups,frac_lang,frac_relig,educ_f_avgyrs,educ_m_avgyrs,educ_f_none,educ_m_none,democ_bin_bmr,rights_assn,rights_dommov,rights_formov,rights_injud,rights_relfree,rights_speech,rights_wecon,rights_wopol,rights_worker,dpi_cemo,dpi_pr,dpi_system,global_social,unco2_06,carbon_footprint,eco_footprint,liberty_index_eiu,envir_treaty,govt_help_cap,human_flight,rights_law_index,refugees_impact,democ_fh_polity,laws_protect_prop,bribe_judge,bribe_police,pol_terror_scale_ai,pol_terror_scale_hrw,indep_judiciary,const_age,govt_quality,media_access_cand,media_access_parties,press_freedom_fh,legal_quality,legal_origin,election_violence_pre,election_violence_post,ocean_health,election_integrity,gas_production,oil_production,press_freedom_rsf,corrupt_perception,conflict_internal,conflict_internat,human_develop,terror_index_voh,violence_cost,conflict_index,militarization,soldiers_percent,soldiers_total,energy_renew_percent,business_starts,debt_wdi,spendmil_wdi,immigrants_percent,migration_net,infant_mortality,refugees_in,refugees_from,self_employed,unemployed,hiv_percent,econ_compete,schools_internet,judicial_indep_wef,organized_crime,educ_quality,happiness,rights_treaties,icc_treaty_ratified,trade_percent_gdp,peace_index_rank,peace_index_score,internet_freedom,imprisonment_rate,homicide_rate,autoc,ciagdpag,ciagdpin,ciagdpsv,ciainfla,ciaingro,ciapop,ciapopgr,ciaunemp,decentralization,enpp_3,old06,old2003,pop03,pop08,poverty,unfempf,ungdp,ungdpcap,ungdpppp,unineduc,unjourn,unlit,unmobcov,unnewsp,unnoncom,unsathlt,unsati,unsatif,unsatjob,unsatliv,unseced,yng2003,young06,regionun,country,cabrv,dem_level4,i_gvtreg,i_gvtfav,i_socreg,religion,colony,decent08,dem_other5,democ,democ_regime,democ_regime08,district_size3,enpp3_democ,enpp3_democ08,eu,frac_eth2,frac_eth3,free_overall_4,gdp_cap2,gdp_cap3,gdpcap2_08,gdpcap3_08,gdpcap08_2,gender_equal3,hi_gdp,muslim,natcode,oecd,pmat12_3,pr_sys,protact3,regime_type3,vi_rel3,womyear2,death_penalty_status,internet_status,civil_war,democ08,pop08_3,popcat3,region,typerel,unname
528,10,8.92,82.44,77.06,57,78,99,57190,17,67.4,15.6,.7,1.66,1.6,0,0,5.6,6,6,6,5.5,5.3,7.3,1.4,1.8,.89,.877,3,40.8,105.2,105.2,104.7,16.7,17.5,15,82.9,89.7974,80.74,59.3,51.4,.72,.174,1,160,79.68,64.6,58.481,100,10,54,97.163,3,7,12,.105,82.6,89,80,52,38.4,90,59.1,81,90,87.5,75,671.7,2.589,40849,3,32.6,2,30.9,30.9,1579,10,1,21.8,106,87,,201,.4,77.48,75.2,36.7,41.3,38.7,38.7,1919,1,100,8,.821,.868,.954,.912,.586,.925,0,0,.514,.722,11.288,11.939,0,0,1,2,2,2,2,2,1,3,3,2,0,1,2,90.766,10.3,3.23,5.28,9.41,242,3.7,2.4,1.2,2.4,10,8.035,0,.015,1,1,1,1,.944,0,1,9.883,.884,2,0,0,75.02,,570.125,584502.1,6.48,83,0,1,.9204,1.02,4.4,1.084,2.115,.481,43300,1.739,5.34,67.411,1.197,10.55,110006,3.3,74707,64,16.1,6.7,.2,5.424661,6.255,6.178,6.24,5.172,7.407,13,1,150.73,19,1.525,,59,.9,0,2.6,24.9,72.4,1.1,3.2,16847007,.371,5.5,1.09,3,14.23677,13.96159,1.62e+07,16.4,10.5,1.02,871,52963,673.6,.834,0,,98,307,425,85,7.8,7.8,92,91,67.4,18.34443,18.05228,4,110,113,2,4,3,3,6,8,2,2,2,2,2,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,102,2,1,2,1,2,2,1,1,,3,1,1,2,8,5,108
554,4,9.26,82.67,78.61,57,88,99,61150,20.4,66.4,13.3,1.7,2.08,2.1,0,0,1.833,2,1.667,2,6.2,6.1,7.1,1.1,1.3,.907,.896,0,36.6,105.8,105.8,105.1,4.3,5,3.4,86.2,86.1252,86.32,62.7,55.4,,.32,25,163,80.59,25.5,38.106,58.3,10,123,93.144,3,7,12,.397,99.9,93,80,63.6,51.3,80,88.8,83.1,95,86,82.1,115.4,1.487,27029,3,36.2,2,36.2,36.2,1907,10,1,23.2,64,71.4,,147,.5,77.84,80.42,28.3,33.6,32.2,32.2,1893,1,100,10,.811,.864,.947,.909,.634,.812,0,0,.166,.811,11.689,10.844,.117,.158,1,2,2,2,2,2,2,3,3,1,0,1,2,73.811,7.4,2.84,5.6,10,117,3.9,2.2,1.1,1.2,10,8.767,.025,.026,1,1,1,1,.944,0,1,8.948,.93,1,0,0,74.21,9.154,31.435,1756234,8.38,91,,,.9113,0,4,1.028,1.294,.355,8500,31.446,16.63,63.448,1.252,22.113,7265,4.9,1403,17,15.2,6.2,.1,5.108287,5.672,6.678,6.558,5.189,7.28,13,1,55.01,2,1.241,,214,.9,0,4.6,24,71.4,2.6,2,4290347,.882,6.5,,3,12.41247,11.67669,4009200,4.3,,1.05,129.9,30439,116.4,,0,,97,182,398,85,7.8,8,90,79,67.9,21.91828,21.04472,3,111,116,2,4,2,2,7,9,1,4,2,2,2,,3,3,2,2,3,1,1,1,1,1,1,1,1,1,103,2,1,1,1,2,2,1,1,,3,1,2,2,2,5,109
558,94,5.32,74.09,69.82,123,209,67.5,0,31.7,63.8,4.5,2.4,2.12,4.5,0,0,5.8,6,0,0,3.1,3.1,4.5,.7,0,.565,.545,-2,22,104.3,104.3,103.4,5.8,7.4,4.1,57.3,57.3054,59.38,58.3,57.2,.324,.674,97,164,71.9,78,,87.5,9,10,26.005,1,5,7,.484,55.7,25,50,78.4,78.5,55,68.3,64.1,25,82.8,58.3,15.2,.075,2682,1,55.1,4,43.1,52.3,1821,9,0,23.4,270,3.3,45.8,144,12.4,,75.8,20.7,18.5,40.2,40.2,1955,0,100,139,.157,.361,.304,.511,.417,.395,0,0,.047,.429,6.166,5.816,23.47,22.802,1,1,1,2,0,1,1,1,2,0,0,1,0,45.209,.8,.45,1.39,7.06,76,6.5,7.8,5.1,5.1,7.67,4.688,,,2,3,0,1,.361,0,1,5.091,.427,2,0,0,49.84,,0,0,28.31,28,,,.6284,0,9.4,1.403,1.714,.462,12000,15.525,,,.784,.699,-135000,20,189,1538,54,5.3,.2,3.83991,3.463,2.637,4.324,3.147,5.772,14,0,95.93,74,2.002,,171,11.3,0,17.6,26.5,56,4.7,1.5,5666301,1.088,8,1.74,1,3.347786,3.062421,5480000,5.7,48,.99,6.6,1163,15.2,.333,0,78,,,705,80,7.1,7.1,80,62,25.4,40.92538,38.32478,6,112,112,3,4,3,4,2,8,1,5,2,2,2,2,1,1,2,1,3,4,2,2,2,2,2,,2,1,104,1,,2,,3,,2,1,,3,1,1,2,6,6,110
562,115,4.02,54.7,52.13,340,374,28.7,0,49.6,48,2.3,3.3,7.6,7.8,.833,1,0,0,0,0,3.7,4.5,2.8,,,.261,.241,-1,15,104.3,104.3,104,15.9,32.6,7.9,17.1,22.144,17,59.8,59.4,.173,.807,136,165,53.4,,,40.8,7,1,27.896,2,5,7,.652,37.2,28,40,65.1,85.1,50,40.7,77.6,30,75.7,52.9,10,.019,684,1,50.5,4,50.5,43.9,1958,6,0,,1900,.5,,5,1.5,,41.47,12.4,12.4,13.3,13.3,1948,0,100,83,.43,.54,.762,.744,.615,.811,6,4,.652,.201,.833,2.037,87.118,69.467,0,0,1,1,1,2,1,1,2,1,1,1,0,24.348,.1,.1,1.56,5,76,8.1,6.6,7.3,8.2,6.92,5.72,,,2,3,0,1,.319,1,1,,.381,2,0,0,,,0,996000,23.08,34,0,1,.3446,2.72,7.8,2.087,1.897,.181,10700,,,,1.005,1.241,-28497,59.8,57661,733,,5.1,,,,,,,3.716,16,1,56.62,126,2.343,,44,4.7,1,39,17,44,.1,5.1,16468886,3.643,,,2,1.951068,2.293208,1.18e+07,14.7,63,,5.4,364,10,.109,0,28.7,45,0,1030,82,3.8,3.7,54,52,2.9,48.8595,49.03492,1,113,110,3,2,4,4,3,2,,3,2,2,2,1,2,2,2,1,1,4,2,2,2,2,2,,2,2,105,1,,1,,,,2,3,,2,1,1,2,1,3,111
566,121,3.76,48.41,46.76,399,424,68,2211000,40.9,55.9,3.1,2.5,4.73,6.4,.556,1,6.933,7,6,6,,,1.7,.8,,.423,.402,0,18.6,102.6,102.6,101.6,158.3,226.7,97.3,49.8,46.5914,49,51.8,52.7,.298,,,166,47.56,13.4,59.358,40.8,4,1,20.095,1,4,5,.85,53.2,27,40,84.4,64.7,40,85.7,75.4,30,67.2,56.8,315,.033,2082,1,50.6,4,43.7,42.9,1960,4,0,17.2,29878,15.9,,66,4.8,,27.79,4.7,7,6.7,6.7,1958,0,100,80,.449,.608,.7,.602,.621,.798,8,6,.85,.742,,,,,0,0,1,0,0,1,1,0,2,0,0,0,0,21.539,.7,.21,1.16,3.53,84,7.3,7,8.7,6.9,5.58,3.361,.241,.806,4,4,0,1,.278,1,1,4.974,.386,1,1,3,55.21,6.333,525.298,1.18e+08,34.11,25,0,2,.5105,8.2,11.6,3.062,1.774,.299,162000,.364,.76,10.419,.47,.707,-300000,73.8,1694,31664,,7.5,3.7,3.573358,3.524,3.21,3.417,3.085,4.818,14,1,21.12,149,2.849,66,36,20,0,31.9,32.9,35.2,13.9,4,155215573,1.935,4.9,,1,3.042217,2.640688,1.36e+08,151.3,70,,207.1,1370,317.2,.228,0,60.1,83,,909,80,3.8,4.9,65,40,,44.04892,44.01083,1,114,111,1,2,1,3,3,9,3,3,2,2,2,3,1,1,2,1,1,4,2,2,2,2,2,,2,2,106,1,3,1,3,3,3,2,4,2,3,1,3,1,1,3,112
408,167,1.08,72.93,65.03,161,229,99,118,22.4,68.6,9.1,1.5,2.02,2.4,9.167,9,0,0,0,0,,,3,,,,,,34,105.4,105.4,104.7,24,25.3,20.1,60.2,,,63.9,62.1,,,,123,68.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,174,.014,.097,.03,.328,.068,.019,0,0,.003,.489,,,,,0,0,0,0,0,0,0,1,2,0,0,,1,,3.6,.68,1.17,0,44,9,4.4,9.6,4.7,0,,,,5,5,0,1,.333,,,,.355,3,,,52.72,,0,0,83.9,8,,,,0,32.4,2.061,3.231,9.069,1379000,8.245,,,,.152,0,21.7,,1166,,4.1,,,,,,,,5,0,,150,2.967,,,5.2,,20.9,46.9,32.1,,,24457492,.538,,,,,,,,,,,,,,0,,0,,642,,,,,,,,,2,115,124,1,1,4,4,4,,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,4,,,2,,,,,41
578,1,9.93,83.02,77.53,53,81,100,2350000,18,66,16,.5,1.77,1.9,0,0,7.6,8,.667,1,6.7,6.8,7.5,1.3,1.7,.938,.932,0,38.9,105.4,105.4,105.2,4.9,5.5,4.2,79.4,75.5492,77.5,62.3,57.7,.788,.234,5,170,80.2,47.7,66.454,100,10,54,90.071,3,7,12,.059,88.8,79,60,50.5,49.8,65,47.1,74.2,90,89.2,69.4,277.3,4.197,58138,3,25.8,1,25.8,25.8,1905,10,1,51.7,228,82.5,,144,.2,76.54,75.68,38.2,38.2,39.6,39.6,1907,1,100,3,.854,.892,.966,.971,.638,.989,0,0,.067,.205,11.865,11.752,5.234,6.483,1,2,2,2,2,2,1,3,3,1,0,1,2,85.485,8.6,.69,4.98,10,208,2,1.9,1.6,2.2,10,8.587,.035,.025,1,1,1,1,.972,0,0,10,.915,5,,,74.8,9.615,717.338,7.62e+07,6.52,86,,,.9423,3.41,3.3,1.244,2.258,.957,25800,34.028,7.72,20.461,1.409,9.929,235665,2.3,46106,13,7,3.5,.2,5.325432,6.258,6.255,6.236,4.996,7.444,13,1,66.33,14,1.486,,74,2.2,0,2.1,40.1,57.8,2.4,.3,4691849,.329,3.6,1.79,3,15.03641,14.87521,4562000,4.8,,1.05,451.8,94759,280,.919,0,,,516,391,82,8.1,8.2,,91,87.3,19.73542,19.38013,4,116,114,2,4,1,2,7,10,1,2,2,2,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,107,2,3,2,1,2,2,1,1,,3,1,1,2,7,5,113
512,139,3.15,76.16,72.38,84,155,81.4,816000,31.2,65.7,3.1,3.3,2.87,6.3,6.111,6,7.067,7,.667,1,4,3.9,1.9,7.7,,,,,24.3,104.9,104.9,104.4,2.9,4,1.8,73,77.5674,71.54,51.4,52.6,,,,171,74.22,4.4,,10.5,0,43,62.884,,2.5,3,.437,66.9,55,60,98.5,57.4,55,86.4,64.8,50,83.4,67.7,62,.8,22478,3,,,,,1650,-8,0,,559,20,,16,.1,,,,,,1.2,,0,0,144,.14,.194,.423,.477,.333,.222,1,1,.357,.432,,,,,0,0,2,2,1,0,0,1,2,1,0,1,0,57.268,16.3,5.8,7.52,4.12,57,4.8,2.1,7.4,2.3,1.75,7.354,,,2,3,0,1,.583,,,,.591,2,0,0,67.5,,255.306,4.68e+07,41.51,47,,,.7916,0,18.3,1.403,2.721,2.367,47000,0,1.02,5.039,14.95,28.062,1211000,10,138,26,3.5,7.3,.1,4.644557,4.919,5.282,6.805,4.018,6.853,6,0,108.59,70,1.983,,36,1.1,8,1.4,48.2,50.3,4,4.5,3027959,2.023,15,,,2.653734,2.777983,2598832,2.8,,.98,,,,,0,86.7,96,,664,,,,,,,41.30116,34.03524,2,117,117,1,3,1,2,3,6,3,1,1,1,1,,,,2,1,3,1,1,1,,,,,1,2,108,1,,1,,1,,,4,,,2,2,2,4,3,114
586,108,4.64,67.9,64.18,190,216,49.9,59140,35.4,60.4,4.2,2.4,3.17,5.7,8.611,9,10,10,10,10,2.9,2.7,.8,2.6,.7,.49,.468,-2,21.3,105.8,105.8,105.9,184.8,265.7,115.8,35.9,34.1204,35.32,51.5,47.5,.385,.721,112,172,65.99,49.9,51.239,58.3,6,1,34.752,,2.5,5,.71,71.7,25,40,80.5,88.8,30,49.8,69.4,30,67,55.2,439,.041,2644,1,33,2,30.6,31.2,1947,6,0,5.5,,11.1,,42,4.3,,39.78,,,22.5,22.5,1947,0,0,115,.265,.427,.522,.232,.472,.677,4,4,.719,.385,2.849,5.888,69.033,36.837,1,1,1,1,0,0,0,1,2,0,0,0,1,36.136,.9,.38,.79,5.29,90,7.5,6.9,8.6,8.8,6.33,4.175,.394,.626,4,5,0,1,.472,0,0,3.571,.376,1,,,58.39,6.438,279.518,4023840,51.31,28,2,1,.5358,9.07,12.9,3.599,2.511,1.489,947800,4.378,.04,,3.472,2.49,-1081918,69.1,1616507,48867,,5.1,.1,3.410202,3.747,4.062,3.108,3.495,5.138,8,0,24.52,152,3.058,31,44,7.7,0,21.8,23.6,54.6,13.4,4.9,187342721,1.573,15,,,3.871882,3.353055,1.48e+08,166,24,.59,164.5,991,421.3,.196,0,53.7,90,50,717,75,5.4,5.5,77,53,16.8,40.09712,37.71685,2,118,118,3,1,1,1,3,9,2,4,2,1,2,3,,,2,1,1,4,2,2,2,2,2,2,2,2,109,1,2,1,2,1,3,2,4,1,1,1,3,1,2,3,115
591,47,7.08,80.68,75.02,83,140,91.9,0,28.6,64.2,7.2,2,2.45,2.9,.556,1,3.4,3,0,0,3.8,3.8,4.3,0,.2,.755,.724,4,27.3,104.5,104.5,104,3.5,4.5,2.4,74.8,57.1896,71.6,49.5,49.5,.321,.634,81,174,77.79,40,,87.5,9,11,43.262,3,6.5,11,.553,75.9,34,70,82.6,90,65,41.3,73.2,40,75.8,64.8,42.4,.418,12504,2,56.4,4,56.1,54.9,1903,9,1,14.2,383,27.5,36.8,58,.9,79.66,70.14,16.7,8.5,8.5,8.5,1941,1,100,50,.586,.749,.754,.728,.524,.832,5,2,.387,.334,9.368,9.029,8.812,7.465,1,2,2,2,1,2,1,2,2,1,0,1,0,57.703,2,1.44,2.79,8.82,102,3.7,4.2,4.7,4,8.92,5.416,,,1,2,0,0,.444,0,1,,.524,2,,,63.62,6.875,0,0,32.95,35,,,.7766,.04,10.2,1.201,1.504,.667,12000,11.166,14.1,,,3.342,28105,15.5,17665,105,32.3,4.1,.8,4.502594,5.368,2.697,4.602,3.608,6.866,15,1,94.34,49,1.835,,393,17.2,0,5.8,16.6,77.6,3.5,-1,3460462,1.435,6.5,1.92,3,6.110348,5.813733,2984022,3.4,25.6,1.09,23.1,6793,42.4,.644,0,93.5,83,65,417,85,7.8,7.8,91,73,48.3,29.98303,30.08406,6,119,119,4,2,2,4,2,8,2,5,2,2,2,2,3,3,2,1,3,3,1,1,1,3,1,3,1,1,110,1,,1,,3,,1,1,,3,1,2,2,6,6,116
598,75,6.03,68.56,64.02,235,292,57.3,35090,36.4,60,3.6,2.6,3.46,4.7,0,0,2.167,2,0,0,,,2.6,.4,,.431,.408,0,20,107.8,107.8,106.3,6.9,10.1,4.1,12.5,18.1752,13.52,70.2,69.9,,.784,133,175,66.24,27.8,,58.3,4,25,28.132,3,5,7,.272,59.1,20,30,65,63.3,35,83.3,72.6,20,86.2,53.5,14.2,.052,2208,1,50.9,4,50.9,50.9,1975,4,0,,167,1.8,,2,.2,,84.9,.9,.9,2.7,2.7,1964,1,100,97,.338,.464,.661,.364,.539,.542,2,0,.353,.552,3.145,4.834,51.839,30.211,1,1,2,2,2,2,2,0,1,1,0,0,2,21.588,.7,.35,1.91,8.24,75,6.6,7.3,6.3,4.9,7.08,4.275,.275,.428,3,2,0,0,.417,0,0,,.532,1,1,1,65.46,,.726,1399039,22.97,25,,,.5028,0,5.4,1.432,1.845,.058,1900,,,,.539,.358,0,47,9378,221,,2.5,,,,,,,,6,0,,97,2.095,,63,10.4,0,32.2,35.7,32.1,6.8,10,6187591,1.985,1.8,,3,2.418207,2.492687,5501871,6.4,37,,8.2,1253,14.3,,0,59.6,,9,772,,,,,,8.3,40.86669,39.77264,3,120,122,4,4,2,4,7,4,1,4,2,2,2,3,3,3,2,2,3,4,2,2,2,2,2,,2,1,111,1,,1,,2,,2,3,,3,1,1,2,2,5,117
600,71,6.26,78.93,73.59,105,170,94,30.96,28.5,65.4,6.1,2.4,2.11,4.3,2.222,2,8.333,8,1.667,2,4,4,2.4,.8,.1,.64,.619,0,23.1,103.9,103.9,103.5,6.5,8.5,4.2,61.5,57.9624,59.1,72.8,61.1,.342,.643,85,176,76.19,22.8,,87.5,9,8,16.076,1,5,8,.169,60.9,24,60,96.6,91.7,65,26.1,75.4,30,83.5,61.3,29.3,.1,4709,2,56.8,4,58.4,53.2,1811,8,0,9.3,2136,14.3,,81,3.1,49.86,49.4,,,12.5,12.5,1961,1,0,81,.437,.618,.659,.346,.51,.502,4,2,.598,.212,7.115,7.576,5.589,3.383,1,2,2,2,0,2,1,1,2,1,0,1,0,49.224,.7,.97,4.16,8.24,71,5.4,4.9,6,2.7,8.08,3.64,.279,.358,2,3,0,0,.278,0,1,,.413,2,,,,6.75,0,0,28.78,24,,,.6769,3.7,8,1.604,1.691,.813,25450,96.717,,,1.361,2.598,-86700,18.6,136,95,45.1,5,.3,3.60515,2.588,1.713,4.121,2.561,5.936,16,1,81.51,68,1.961,,180,9.7,1,21.8,18.2,60.1,7.2,6.5,6459058,1.284,5.7,1.3,1,3.795999,3.537781,5643097,6.2,18.8,.89,16,2561,29.3,.494,0,94.6,,,602,84,6.9,6.9,85,63,26.4,38.41317,37.19617,6,121,126,4,2,1,2,2,8,,5,2,1,2,2,,1,2,2,2,3,2,3,2,3,2,2,2,1,112,1,,2,,1,,2,1,,3,1,1,2,6,6,118
604,63,6.54,74.48,70.55,95,118,92.9,157200,28.5,65.1,6.4,1.9,2.32,3.6,0,0,7.133,7,0,0,2.7,2.7,2.5,1.1,.1,.723,.695,4,25.6,104.2,104.2,103.4,29.5,36,21.8,76.9,73.8546,72.82,53.4,53.4,.348,.614,74,177,72.47,23.9,6.495,87.5,9,0,35.461,3,5.5,9,.657,65.8,36,60,79.5,92.3,70,66.1,81.6,40,85,67.6,245.3,.211,8507,2,49.8,4,52,50.5,1821,9,0,7.5,791,24.7,51.6,85,1.9,84.09,62.49,,,21.5,21.5,1955,1,0,52,.582,.737,.762,.58,.586,.758,8,4,.336,.199,8.038,9.316,10.927,2.701,1,1,2,2,1,1,1,1,2,1,1,1,0,42.798,1.4,.67,2.28,8.53,106,4.2,6.4,4.8,5,8.5,4.703,.317,.444,3,3,0,1,.444,0,1,5.675,.52,2,0,0,57.89,,86.539,3132091,31.87,38,1,0,.7319,3.27,8.3,1.403,1.641,1.152,192000,8.517,2.44,19.212,1.466,.128,-240000,14.2,1162,4765,51.8,4,.4,4.250523,3.706,2.538,3.412,2.662,5.783,15,1,44.8,71,1.986,,265,9.6,0,10,35,55,1.5,8.5,29248943,1.029,7.9,.96,3,5.370558,4.864804,2.71e+07,28.8,34.8,.79,129.1,4477,245.2,.51,0,89.6,95,,534,72,5.9,5.8,74,54,50.5,32.98209,31.731,6,122,120,4,4,1,4,2,8,2,5,2,1,2,1,,3,2,1,1,1,1,3,1,3,1,3,1,1,113,1,3,2,2,1,3,2,2,,2,1,3,2,6,6,119
608,53,6.77,74.74,68.72,117,227,92.6,9671,34.6,61.1,4.3,2.3,3.19,4.1,0,0,.667,1,6.333,6,2.6,2.8,1.3,.8,.1,.638,.619,-2,23.2,105,105,104.5,93.6,124.4,62.4,48.9,60.9686,63.44,60.1,59.1,.355,.623,78,178,71.66,56.5,63.305,58.3,8,13,45.154,2,5.5,7,.238,48.1,23,50,78.8,91.2,40,51.9,72.7,30,77.8,56.3,317.1,.098,3510,1,46.1,3,44.5,44,1946,8,0,22.8,265,6.2,,206,11.2,,67.28,15.3,20.5,22.9,22.9,1937,1,100,86,.399,.566,.655,.355,.558,.814,5,0,.836,.306,8.374,7.936,3.511,3.218,1,2,1,2,1,1,1,1,2,1,0,1,0,40.523,.8,.34,1.1,9.12,90,5.7,5.9,6.4,7.7,7.83,4.908,.096,.189,3,4,0,0,.514,1,0,6.026,.435,2,1,1,59.92,6.444,23.156,1045800,43.11,36,2,0,.6635,7.2,9.8,2.815,1.644,.386,165500,22.796,.27,51.482,1.242,.468,-700000,23.3,182,726,41.8,7.1,.1,4.285686,4.155,3.166,4.771,4.275,4.977,14,1,64.9,138,2.555,74,172,8.8,0,13.9,31.3,54.8,3.8,12.1,101833938,1.903,7.3,1.61,2,3.967301,3.964473,8.15e+07,90.3,32.9,.95,166.9,1847,317.1,.554,0,93.6,99,79,620,77,5.5,5.5,83,68,53.6,35.9964,34.609,2,123,121,4,4,2,3,2,8,1,4,2,2,2,3,2,2,2,2,2,4,2,3,2,2,2,3,2,1,114,1,3,1,2,3,3,1,1,3,2,1,3,1,2,6,120
616,40,7.47,80.25,72.1,77,205,99.8,34140,14.7,71.6,13.7,.3,1.3,1.9,0,0,2.833,3,6,6,4.9,4.9,4.6,2,.6,.795,.775,3,38.2,105.7,105.7,105,38,36.2,38.1,61,63.001,62.24,48.2,53,.59,.325,26,180,76.05,53.6,65.606,63,10,9,60.993,2,7,12,.118,62.2,46,60,74.9,46.8,60,61.5,78.1,55,87.5,63.2,671.9,.489,17625,3,31.6,1,34.5,34.9,1991,10,1,27,567,49,14.8,274,2,54.24,56.75,20.2,20.2,23.7,23.7,1918,1,100,55,.574,.707,.797,.86,.553,.631,0,0,.047,.171,11.303,11.539,.369,.212,1,2,2,2,2,2,1,1,2,1,0,1,0,76.924,8.3,2.64,4.44,9.12,170,4,4.7,2.8,3.1,10,6.354,.096,.124,1,1,1,0,.667,1,1,8.13,.678,3,0,0,63.98,8.429,40.941,957388.1,13.11,60,,,.8399,0,5.8,1.043,1.548,.944,172700,.786,,,1.77,2.175,-73809,4.5,16438,1429,21.8,10.4,.1,4.456921,4.605,4.09,5.724,3.44,5.746,13,1,100.68,33,1.676,,193,1.1,0,4,32,64,2.6,6.5,38441588,-.062,11.8,1.39,2,12.96115,12.47504,3.82e+07,38.1,17,1.03,527.9,13845,658.6,.728,0,99.5,99,114,583,72,6.5,6.6,82,67,60.6,17.64226,15.9056,4,124,123,4,4,2,3,2,7,1,4,2,2,2,1,2,2,1,2,2,3,1,1,1,1,1,3,1,1,115,2,3,2,2,,1,1,1,,3,1,3,1,3,6,121
620,33,7.79,82.01,75.28,52,128,93.3,4721,16.2,65.8,18,.1,1.5,1.5,0,0,7.2,7,1,1,5.3,4.4,7.1,2,1.2,.795,.775,3,41,106,106,105.2,10.7,10.6,10,60.7,68.0654,58.22,55.7,57.6,.575,.31,21,181,78.54,83.2,37.365,100,10,24,70.922,2,7,12,.047,80.5,61,60,61,37.1,70,37,79.7,70,87.5,64.4,245.1,1.195,23074,3,38.5,3,38.5,38.5,1143,10,1,18.8,168,42.1,,382,1.7,69.23,75.97,19.5,19.5,28.7,28.7,1931,1,100,13,.807,.873,.927,.914,.594,.887,4,1,.02,.144,7.079,7.356,15.184,7.967,1,2,2,2,2,2,2,2,2,1,0,1,2,85.592,5.7,2.15,3.88,9.41,174,5.2,2.5,2.6,1.9,10,6.988,.018,.01,1,2,1,1,.722,1,1,9.065,.723,2,0,0,69.7,,0,0,16.75,62,,,.8281,.55,6,1.035,1.253,1.479,79850,11.242,4.62,123.689,2.115,8.688,-140000,3.1,598,32,21.9,16.5,.7,4.401401,5.668,4.178,6.211,3.96,5.158,17,1,79.34,3,1.258,,133,1.2,0,2.6,23,74.5,1.1,.9,10760305,.212,10.7,1.14,2,17.22015,15.1583,1.04e+07,10.6,18,.99,243.5,22923,247,.67,0,94.6,99,,456,80,5.9,5.7,90,47,27.5,17.25202,15.8427,4,125,125,4,4,1,2,2,6,1,2,2,2,2,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,116,2,3,2,3,,1,1,1,,3,1,1,2,8,6,122
